# script: Chirp_sweep_log.py
# csv_file: data/chirp_sweep_2026-07-20_14-24-20.csv
# samplerate: 48000
# amplitude: 1.0
# output_device: Externe Kopfhörer
# port: /dev/cu.usbserial-1110
# baud: 115200
# sweep: {"f0": 20.0, "f1": 20000.0, "duration_s": 40.0, "type": "log"}
# run_timestamp_local: 2026-07-20T14:24:22.190447+02:00
wall_clock,t_rel_s,f_inst_hz,arduino_t_ms,p2p_0,rms_0,vmax_0,vmin_0,p2p_1,rms_1,vmax_1,vmin_1
2026-07-20T14:24:25.526419+02:00,3.221,34.88,3758,3.0,0.98,279.0,276.0,3.0,0.84,297.0,294.0
2026-07-20T14:24:25.546853+02:00,3.241,35.00,3779,3.0,0.96,280.0,277.0,3.0,0.7,297.0,294.0
2026-07-20T14:24:25.568331+02:00,3.263,35.13,3800,5.0,1.26,280.0,275.0,4.0,1.02,297.0,293.0
2026-07-20T14:24:25.588959+02:00,3.283,35.26,3821,2.0,0.59,280.0,278.0,2.0,0.45,297.0,295.0
2026-07-20T14:24:25.611901+02:00,3.306,35.40,3843,5.0,1.13,281.0,276.0,4.0,0.97,298.0,294.0
2026-07-20T14:24:25.633039+02:00,3.327,35.53,3865,4.0,1.21,280.0,276.0,3.0,0.95,297.0,294.0
2026-07-20T14:24:25.655413+02:00,3.350,35.67,3887,4.0,0.9,281.0,277.0,3.0,0.81,298.0,295.0
2026-07-20T14:24:25.676066+02:00,3.371,35.79,3908,2.0,0.67,279.0,277.0,2.0,0.52,296.0,294.0
2026-07-20T14:24:25.698400+02:00,3.393,35.93,3930,5.0,1.79,282.0,277.0,5.0,1.34,299.0,294.0
2026-07-20T14:24:25.718806+02:00,3.413,36.06,3951,4.0,1.02,280.0,276.0,3.0,0.89,297.0,294.0
2026-07-20T14:24:25.741526+02:00,3.436,36.20,3973,4.0,1.32,281.0,277.0,4.0,0.99,298.0,294.0
2026-07-20T14:24:25.762978+02:00,3.457,36.34,3995,4.0,1.04,281.0,277.0,4.0,0.93,298.0,294.0
2026-07-20T14:24:25.785389+02:00,3.480,36.48,4017,7.0,1.82,281.0,274.0,6.0,1.51,298.0,292.0
2026-07-20T14:24:25.806038+02:00,3.500,36.61,4038,7.0,1.7,282.0,275.0,6.0,1.31,299.0,293.0
2026-07-20T14:24:25.828321+02:00,3.523,36.75,4060,4.0,1.04,280.0,276.0,3.0,0.87,297.0,294.0
2026-07-20T14:24:25.848795+02:00,3.543,36.88,4081,5.0,1.33,281.0,276.0,4.0,1.03,298.0,294.0
2026-07-20T14:24:25.871633+02:00,3.566,37.02,4103,4.0,1.03,280.0,276.0,3.0,0.86,297.0,294.0
2026-07-20T14:24:25.893135+02:00,3.588,37.16,4125,6.0,1.72,282.0,276.0,5.0,1.42,298.0,293.0
2026-07-20T14:24:25.915595+02:00,3.610,37.31,4147,4.0,1.26,280.0,276.0,3.0,0.94,297.0,294.0
2026-07-20T14:24:25.936022+02:00,3.630,37.44,4168,5.0,1.4,281.0,276.0,4.0,1.1,298.0,294.0
2026-07-20T14:24:25.958486+02:00,3.653,37.58,4190,5.0,1.47,281.0,276.0,5.0,1.23,298.0,293.0
2026-07-20T14:24:25.979044+02:00,3.673,37.72,4211,5.0,1.34,281.0,276.0,4.0,1.03,298.0,294.0
2026-07-20T14:24:26.000508+02:00,3.695,37.86,4232,4.0,1.26,281.0,277.0,4.0,1.02,298.0,294.0
2026-07-20T14:24:26.021094+02:00,3.716,37.99,4253,4.0,1.11,280.0,276.0,3.0,0.94,297.0,294.0
2026-07-20T14:24:26.043477+02:00,3.738,38.14,4275,5.0,1.21,283.0,278.0,5.0,1.03,300.0,295.0
2026-07-20T14:24:26.064140+02:00,3.759,38.28,4296,6.0,2.02,281.0,275.0,6.0,1.67,299.0,293.0
2026-07-20T14:24:26.086693+02:00,3.781,38.42,4318,4.0,1.03,279.0,275.0,3.0,0.88,296.0,293.0
2026-07-20T14:24:26.115565+02:00,3.810,38.62,4340,5.0,1.28,282.0,277.0,4.0,1.11,298.0,294.0
2026-07-20T14:24:26.130590+02:00,3.825,38.72,4362,5.0,1.4,281.0,276.0,4.0,1.12,297.0,293.0
2026-07-20T14:24:26.153568+02:00,3.848,38.87,4383,4.0,1.03,280.0,276.0,3.0,0.91,297.0,294.0
2026-07-20T14:24:26.173472+02:00,3.868,39.01,4405,5.0,1.23,280.0,275.0,4.0,1.05,297.0,293.0
2026-07-20T14:24:26.194086+02:00,3.889,39.14,4426,6.0,1.35,281.0,275.0,4.0,1.19,297.0,293.0
2026-07-20T14:24:26.216635+02:00,3.911,39.30,4448,5.0,1.11,281.0,276.0,4.0,0.99,298.0,294.0
2026-07-20T14:24:26.238335+02:00,3.933,39.44,4470,6.0,1.4,281.0,275.0,4.0,1.2,297.0,293.0
2026-07-20T14:24:26.260569+02:00,3.955,39.60,4492,5.0,1.6,281.0,276.0,5.0,1.31,298.0,293.0
